,channelGrouping,fullVisitorId,visitNumber,visitStartTime,device_operatingSystem,device_isMobile,geoNetwork_region,geoNetwork_metro,geoNetwork_city,geoNetwork_networkDomain,totals_hits,totals_pageviews,totals_timeOnSite,trafficSource_source,trafficSource_medium
1493078,Referral,1547996102864288970,1,1481738160,Macintosh,False,New York,New York NY,New York,(not set),56,46,1035,(direct),(none)
1493082,Referral,9465622574731169620,1,1481738734,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),68,52,1141,(direct),(none)
1493089,Referral,4085534559120905575,8,1481774847,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),90,60,1859,(direct),(none)
1493090,Organic Search,8197879643797712877,14,1481716782,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),106,79,2135,(direct),(none)
1493091,Referral,9671728324632392297,4,1481767891,Macintosh,False,Massachusetts,Boston MA-Manchester NH,Cambridge,comcast.net,110,83,2134,(direct),(none)
1493092,Referral,8722485686890283296,1,1481753898,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,entouch.net,132,94,3617,(direct),(none)
1495389,Referral,2401797053890963390,4,1516645365,Macintosh,False,New York,New York NY,New York,(not set),15,13,251,(direct),(none)
1495405,Organic Search,0679366994980803907,3,1516642806,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,fullchannel.net,16,13,657,google,organic
1495424,Referral,4059614019624435410,1,1516653892,Chrome OS,False,Illinois,Chicago IL,Chicago,(not set),17,15,463,(direct),(none)
1495437,Referral,0614910493915130038,2,1516641380,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),18,9,362,(direct),(none)
1495469,Referral,0989081081960079770,3,1516659782,Macintosh,False,Washington,Seattle-Tacoma WA,Seattle,(not set),21,18,645,sites.google.com,referral
1495485,Direct,7445235885559107095,172,1516637544,Windows,False,Virginia,Roanoke-Lynchburg VA,Salem,comcastbusiness.net,23,21,2824,(direct),(none)
1495486,Referral,8420729700871552284,3,1516639688,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),23,20,457,(direct),(none)
1495488,Referral,1374882305138858845,1,1516637295,Macintosh,False,New York,New York NY,New York,(not set),23,20,482,(direct),(none)
1495491,Referral,1335374584926172762,5,1516670926,Windows,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),25,23,2046,(direct),(none)
1495515,Referral,1353389498075169657,1,1516669354,Macintosh,False,California,Los Angeles CA,Irvine,(not set),33,23,516,(direct),(none)
1495520,Organic Search,6961953121294350692,1,1516641289,Windows,False,Illinois,Chicago IL,Chicago,cogentco.com,34,31,802,google,organic
1495521,Direct,2706868734754603309,2,1516647737,Chrome OS,False,Illinois,Chicago IL,Chicago,(not set),35,31,1000,(direct),(none)
1495525,Referral,1036729025462381404,1,1516647916,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),37,22,545,(direct),(none)
1495527,Referral,232383946545983074,1,1516649572,Windows,False,New York,New York NY,New York,(not set),38,27,1694,(direct),(none)
1495528,Organic Search,0216397373628380949,5,1516663757,Macintosh,False,Illinois,Chicago IL,Chicago,rcncustomer.com,38,26,1507,google,organic
1495540,Referral,6841436151233968015,2,1516663550,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),45,33,1017,(direct),(none)
1495543,Direct,2894058957147972441,2,1516667713,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,cox.net,48,38,796,(direct),(none)
1495546,Direct,1178070209079998476,9,1516646785,Android,True,Illinois,Chicago IL,Chicago,(not set),52,41,1258,(direct),(none)
1495547,Referral,6295364811251996338,2,1516663947,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Jose,(not set),53,42,2718,(direct),(none)
1495549,Referral,7207377124304294964,1,1516643236,Macintosh,False,Ontario,(not set),Kitchener,(not set),61,44,745,(direct),(none)
1495553,Organic Search,4327701346785815867,1,1516635125,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,execulink.com,66,53,2534,google,organic
1495554,Referral,7779289747547527509,19,1516691121,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),78,31,2215,(direct),(none)
1495555,Organic Search,3716798931893225237,1,1516679986,iOS,True,Massachusetts,Boston MA-Manchester NH,Boston,(not set),82,59,3740,google,organic
1498583,Direct,7079013082980615539,1,1510702400,Chrome OS,False,California,San Diego CA,San Diego,(not set),8,8,201,(direct),(none)
1498701,Paid Search,9879156172196872451,3,1510727478,iOS,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,10,8,385,google,cpc
1498834,Organic Search,1495813996511971532,7,1510672014,iOS,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,ptd.net,14,12,640,google,organic
1498844,Paid Search,1440547346810291448,4,1510692188,Chrome OS,False,New York,New York NY,New York,(not set),14,11,149,google,cpc
1498857,Referral,2904329822175970539,2,1510668839,Macintosh,False,Texas,Austin TX,Austin,(not set),15,13,172,(direct),(none)
1498904,Referral,3681210804540732121,5,1510696935,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,rr.com,18,15,261,(direct),(none)
1498922,Referral,2927830062860326093,1,1510678130,Windows,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),19,17,635,(direct),(none)
1498950,Referral,1052520700730009680,4,1510724732,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Santa Clara,(not set),21,14,599,(direct),(none)
1498991,Referral,1769670209497487232,2,1510667853,Macintosh,False,New York,New York NY,New York,(not set),25,21,319,(direct),(none)
1499020,Referral,7036211908001347141,1,1510672928,Macintosh,False,New York,New York NY,New York,(not set),30,26,499,(direct),(none)
1499026,Referral,8547928827643227337,4,1510683440,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),31,24,590,(direct),(none)
1499038,Organic Search,1390852873859121311,1,1510671372,Macintosh,False,Massachusetts,Boston MA-Manchester NH,Cambridge,intersystems.com,34,29,473,google,organic
1499039,Referral,5526231211432875923,7,1510717840,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,comcast.net,34,25,1096,(direct),(none)
1499049,Organic Search,6317042575298018221,3,1510688878,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,ambergrissolutions.com,41,24,350,google,organic
1499050,Referral,4583835434791640715,1,1510706326,Linux,False,California,Los Angeles CA,Irvine,(not set),41,30,504,(direct),(none)
1499055,Referral,2282661781637386348,4,1510702958,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,gigamonster.net,43,31,793,(direct),(none)
1499071,Direct,3125367593198603477,1,1510682114,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,rr.com,56,42,1166,(direct),(none)
1499072,Direct,7311242886083854158,33,1510676100,Chrome OS,False,Illinois,Chicago IL,Chicago,(not set),57,43,746,(direct),(none)
1499073,Organic Search,2283303465876745242,6,1510694218,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,59,39,1300,google,organic
1499076,Referral,7439834118270888778,1,1510693993,Macintosh,False,New York,New York NY,New York,(not set),62,46,998,(direct),(none)
1499077,Referral,9131173907864777269,5,1510697024,Macintosh,False,Texas,Austin TX,Austin,(not set),64,41,1884,(direct),(none)
1499087,Referral,6078612972983445626,1,1510677196,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,comcast.net,118,77,2123,(direct),(none)
1499088,Referral,9654518257837426461,14,1510684345,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,comcast.net,122,64,1139,(direct),(none)
1501943,Organic Search,645296654268881501,2,1518645004,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,rr.com,11,11,201,google,organic
1501973,Referral,0691999818289927887,13,1518674408,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,12,10,132,(direct),(none)
1502036,Direct,7590621780069459197,1,1518637310,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),15,13,378,(direct),(none)
1502038,Referral,8662774737195913347,3,1518653559,Windows,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),15,14,342,mail.google.com,referral
1502071,Direct,7339242865663177218,4,1518615841,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,17,15,459,(direct),(none)
1502087,Referral,6221680865632869820,1,1518639527,Linux,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),19,14,478,(direct),(none)
1502101,Organic Search,5290800073679017458,3,1518662028,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),21,18,259,google,organic
1502117,Referral,5683129422872914929,20,1518642200,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),23,17,1395,(direct),(none)
1502122,Referral,3141504894531942618,2,1518635687,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),23,17,237,(direct),(none)
1502129,Organic Search,1118461469547433587,3,1518652049,Macintosh,False,California,Los Angeles CA,Los Angeles,(not set),24,18,422,google,organic
1502130,Referral,1310221474516467410,1,1518638537,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Bruno,(not set),25,18,606,(direct),(none)
1502133,Referral,8000438713196064735,1,1518634959,Linux,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),25,16,258,(direct),(none)
1502137,Organic Search,3938677840237071440,3,1518626032,Macintosh,False,Illinois,Chicago IL,Chicago,(not set),26,22,1039,google,organic
1502147,Referral,95812421428969806,2,1518628059,Macintosh,False,Illinois,Chicago IL,Chicago,(not set),28,24,663,(direct),(none)
1502158,Organic Search,5057658930278044927,1,1518650462,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,cox.net,33,28,897,google,organic
1502159,Organic Search,8544148785278059320,1,1518606738,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,codetel.net.do,34,26,888,google,organic
1502164,Organic Search,7416796072324269156,1,1518653993,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),38,28,653,google,organic
1502176,Referral,7992750504893648169,4,1518658814,Macintosh,False,Georgia,Atlanta GA,Atlanta,(not set),49,33,1108,(direct),(none)
1502177,Direct,2795360557188610441,2,1518642633,Chrome OS,False,Texas,Austin TX,Austin,(not set),50,32,984,(direct),(none)
1502180,Referral,5176734725737258376,4,1518674575,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),58,34,755,(direct),(none)
1506357,Direct,9387513564437162701,1,1491685757,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,16,15,320,(direct),(none)
1506374,Referral,8687730117523423401,2,1491697063,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),20,18,762,(direct),(none)
1506378,Referral,4359929883683645809,28,1491703863,Macintosh,False,New York,New York NY,New York,rogers.com,21,15,557,(direct),(none)
1506380,Organic Search,9773485240177005933,1,1491691756,Android,True,District of Columbia,Washington DC (Hagerstown MD),Washington,(not set),22,19,620,google,organic
1506382,Organic Search,353894935573695986,2,1491671994,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,iquest.net,23,20,405,google,organic
1506386,Organic Search,6459887177399853583,2,1491714322,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,rr.com,24,19,430,google,organic
1506398,Direct,2108557365246449094,1,1491686867,iOS,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),27,21,995,(direct),(none)
1506400,Organic Search,8721719977116949998,2,1491707815,iOS,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,28,25,3129,google,organic
1506402,Organic Search,3177345827435653751,1,1491712791,Linux,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,optonline.net,30,25,2602,google,organic
1506406,Organic Search,2864376493455301677,13,1491672847,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),32,24,626,google,organic
1506412,Organic Search,139472357811670278,2,1491655143,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),36,30,1350,google,organic
1506417,Referral,3208324314042464006,1,1491680988,Macintosh,False,Washington,Seattle-Tacoma WA,Seattle,broadstripe.net,45,33,1509,(direct),(none)
