,totals_totalTransactionRevenue,channelGrouping,fullVisitorId,visitNumber,visitStartTime,device_operatingSystem,device_isMobile,geoNetwork_region,geoNetwork_metro,geoNetwork_city,geoNetwork_networkDomain,totals_hits,totals_pageviews,totals_timeOnSite,trafficSource_source,trafficSource_medium
1524048,544380000.0,Paid Search,3921649958751416379,15,1497474122,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,56,42,1413,google,cpc
1524051,641750000.0,Referral,7273056780415192375,3,1497464080,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),60,47,3905,(direct),(none)
1524052,29960000.0,Paid Search,4013965518417405272,1,1497446733,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,64,50,2505,google,cpc
1524054,327660000.0,Referral,465397546668226126,2,1497461394,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),66,40,988,(direct),(none)
1524058,137930000.0,Organic Search,4879562471912018386,1,1497493860,Windows,False,California,San Francisco-Oakland-San Jose CA,Fremont,comcast.net,96,73,3611,google,organic
1524305,9980000.0,Direct,6264998264095272112,1,1518461679,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,rose-hulman.edu,16,14,576,(direct),(none)
1524337,29370000.0,Organic Search,0663541701304596641,1,1518455239,Macintosh,False,New York,New York NY,New York,(not set),17,13,115,google,organic
1524387,382600000.0,Direct,4679239016712698236,1,1518470766,Chrome OS,False,Texas,Austin TX,Austin,(not set),21,17,838,(direct),(none)
1524390,80990000.0,Referral,6024865265164725873,8,1518487643,Windows,False,New York,New York NY,New York,rr.com,21,9,337,(direct),(none)
1524407,31150000.0,Referral,2882073183457898845,2,1518457203,Macintosh,False,Pennsylvania,Pittsburgh PA,Pittsburgh,(not set),23,13,433,(direct),(none)
1524421,483400000.0,Referral,1149773180003825181,4,1518473288,Linux,False,Washington,Seattle-Tacoma WA,Kirkland,(not set),25,22,942,(direct),(none)
1524424,179640000.0,Referral,4456013466970382409,7,1518473168,Macintosh,False,New York,New York NY,New York,(not set),25,17,338,(direct),(none)
1524428,23990000.0,Organic Search,7210685776141881547,2,1518485839,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,unknown.unknown,26,20,451,google,organic
1524430,70960000.0,Direct,5124169555008484539,1,1518447898,Macintosh,False,Colorado,Denver CO,Boulder,(not set),27,21,535,(direct),(none)
1524431,39740000.0,Direct,1998196897894500979,1,1518483013,Macintosh,False,New York,New York NY,New York,(not set),27,24,721,(direct),(none)
1524435,510770000.0,Organic Search,6435384874147707262,6,1518467077,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,yadtel.net,27,22,989,google,organic
1524438,18590000.0,Referral,9926843351170339896,1,1518483494,Windows,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),29,22,1554,mail.google.com,referral
1524441,11990000.0,Organic Search,4231849998628739205,7,1518505738,Macintosh,False,California,Los Angeles CA,Los Angeles,championbroadband.com,30,27,647,google,organic
1524448,29460000.0,Organic Search,8168356067822838037,3,1518449072,Linux,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),31,20,169,google,organic
1524449,390750000.0,Referral,7429321770311050908,3,1518471654,Macintosh,False,New York,New York NY,New York,(not set),32,26,472,(direct),(none)
1524455,62800000.0,Organic Search,584227736460791445,1,1518463382,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),33,26,942,google,organic
1524463,21590000.0,Referral,9356692681628364840,2,1518488529,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,rcncustomer.com,37,36,1099,(direct),(none)
1524481,434550000.0,Referral,2737706747813602875,1,1518474321,Macintosh,False,New York,New York NY,New York,(not set),67,47,1260,(direct),(none)
1524482,57970000.0,Direct,7621066204441762649,1,1518498656,Windows,False,Texas,Houston TX,Houston,comcast.net,68,51,1439,(direct),(none)
1524483,62420000.0,Direct,0348420048060754000,87,1518496839,Chrome OS,False,California,Los Angeles CA,Irvine,(not set),70,46,1898,(direct),(none)
1524484,39180000.0,Organic Search,4064317626690859455,3,1518478471,Macintosh,False,District of Columbia,Washington DC (Hagerstown MD),Washington,(not set),76,51,1154,google,organic
1524485,187460000.0,Referral,9617770946436602092,19,1518474020,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,cableone.net,102,68,3836,(direct),(none)
1527749,29280000.0,Organic Search,2172673240713669509,1,1494459029,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,26,24,821,google,organic
1527751,55840000.0,Organic Search,2349699258952144857,2,1494425119,Windows,False,Texas,Houston TX,Houston,windstream.net,33,30,1768,google,organic
1528139,77410000.0,Referral,0861119374856945605,2,1494465151,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,rcn.com,8,8,149,(direct),(none)
1528239,51790000.0,Social,9078321444578002385,15,1494432033,Linux,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),12,10,248,groups.google.com,referral
1528241,58940000.0,Referral,1468765833487358103,2,1494455686,Linux,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),12,12,645,(direct),(none)
1528245,15980000.0,Direct,0625087577271634600,2,1494436921,Macintosh,False,Washington,Seattle-Tacoma WA,Kirkland,(not set),12,10,151,(direct),(none)
1528265,45010000.0,Referral,7770933674059715179,1,1494442411,Macintosh,False,Texas,Austin TX,Austin,(not set),14,10,415,(direct),(none)
1528266,231180000.0,Direct,1828339986405784308,6,1494465697,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),14,13,1058,(direct),(none)
1528267,66700000.0,Organic Search,944996758495906062,3,1494441282,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,shawcable.net,14,12,898,google,organic
1528269,25190000.0,Organic Search,8573185463089844920,3,1494445851,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),14,12,304,google,organic
1528276,433480000.0,Referral,7956245656986449961,1,1494461689,Windows,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),15,13,562,(direct),(none)
1528289,75180000.0,Direct,3008692530676970793,4,1494475539,Windows,False,Washington,Seattle-Tacoma WA,Seattle,(not set),16,15,762,(direct),(none)
1528295,109770000.0,Referral,547013638763660090,4,1494454768,Linux,False,New York,New York NY,New York,(not set),17,16,288,mail.google.com,referral
1528299,25990000.0,Referral,656429934624637021,7,1494463908,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),18,16,689,(direct),(none)
1528305,89950000.0,Referral,158490408567482105,2,1494434746,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),18,17,1180,(direct),(none)
1528309,38990000.0,Referral,6467955684042708036,2,1494459007,Chrome OS,False,California,Los Angeles CA,Los Angeles,(not set),20,18,521,(direct),(none)
1528312,280660000.0,Direct,7463172420271311409,14,1494400075,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),20,16,460,(direct),(none)
1528316,57580000.0,Referral,939020494867094014,7,1494450918,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),21,17,270,(direct),(none)
1528318,28990000.0,Organic Search,3722870758995966573,1,1494414177,iOS,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,21,21,1039,google,organic
1528326,301060000.0,Organic Search,8983751556062713329,4,1494421993,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),23,18,1028,google,organic
1528338,487000000.0,Referral,515770511624914543,2,1494428047,Macintosh,False,New York,New York NY,New York,(not set),25,21,863,(direct),(none)
1528341,185660000.0,Organic Search,0439226753637545757,2,1494442083,Linux,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),26,17,486,google,organic
1528342,516550000.0,Paid Search,5632994425337545327,3,1494447948,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,bhn.net,26,19,882,google,cpc
1528348,99340000.0,Organic Search,0593564601992081966,2,1494431742,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,ena.net,28,22,674,google,organic
1528349,248960000.0,Organic Search,41938820295489339,7,1494440337,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),29,22,759,google,organic
1528353,82090000.0,Referral,0770704534881133670,2,1494426113,Macintosh,False,New York,New York NY,New York,(not set),30,18,544,(direct),(none)
1528354,32780000.0,Organic Search,5306924012372478603,2,1494455406,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Santa Clara,scu.edu,30,27,1945,google,organic
1528356,34380000.0,Referral,8761401299376451102,2,1494459317,Macintosh,False,California,Los Angeles CA,Los Angeles,(not set),30,20,477,(direct),(none)
1528357,47060000.0,Referral,9276023667336827655,3,1494442543,Macintosh,False,Washington,Seattle-Tacoma WA,Seattle,(not set),31,26,1155,(direct),(none)
1528360,18630000.0,Referral,1395211458092919776,6,1494474032,Linux,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),33,31,890,(direct),(none)
1528363,127400000.0,Referral,7873937527041182412,2,1494436622,Macintosh,False,New York,New York NY,New York,(not set),34,29,3198,(direct),(none)
1528364,42660000.0,Direct,6630027914163180636,1,1494475182,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,unknown.unknown,35,28,3282,(direct),(none)
1528365,79000000.0,Referral,387849079599046538,7,1494442888,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),36,32,2138,(direct),(none)
1528370,1042600000.0,Direct,2790290625227220214,2,1494451048,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),40,27,772,(direct),(none)
1528379,53790000.0,Referral,856463513443144738,16,1494465439,Macintosh,False,New York,New York NY,New York,rcn.com,46,32,928,(direct),(none)
1528381,333010000.0,Organic Search,2662857964839381819,1,1494452383,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcastbusiness.net,53,42,992,google,organic
1529872,81990000.0,Direct,6680386793685663764,1,1520302295,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,att.net,13,11,380,(direct),(none)
1529887,120140000.0,Direct,0475793513525486645,2,1520309917,Macintosh,False,Massachusetts,Boston MA-Manchester NH,Boston,towerstream.com,14,12,132,(direct),(none)
1529906,44180000.0,Paid Search,2761139477651759773,1,1520304755,Chrome OS,False,Texas,Austin TX,Austin,(not set),15,13,233,google,cpc
1529925,526000000.0,Organic Search,0718539171324212608,5,1520288083,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,exide.com,16,13,428,google,organic
1529931,58990000.0,Organic Search,100994734282018177,3,1520266901,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,16,16,1210,google,organic
1529942,59990000.0,Paid Search,7908709160997773800,1,1520293976,Macintosh,False,Texas,Austin TX,Austin,apogeeetelecom.com,17,17,2289,google,cpc
1529960,332750000.0,Referral,2904329822175970539,34,1520276769,Macintosh,False,Texas,Austin TX,Austin,(not set),18,14,573,(direct),(none)
1529986,123750000.0,Organic Search,3274880365551175064,3,1520261862,Macintosh,False,Michigan,Detroit MI,Ann Arbor,(not set),19,17,1291,google,organic
1529997,385540000.0,Referral,6834308863725059840,8,1520275703,Macintosh,False,Washington,Seattle-Tacoma WA,Kirkland,(not set),21,16,1621,(direct),(none)
1530000,42180000.0,Referral,1163543865951805888,7,1520282663,Windows,False,Texas,Austin TX,Austin,(not set),22,22,1767,(direct),(none)
1530023,12800000.0,Referral,9603739508062639768,3,1520277682,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),24,20,637,(direct),(none)
1530031,228900000.0,Referral,0661890808987198678,11,1520321473,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),27,23,251,sites.google.com,referral
1530033,15550000.0,Referral,9627378131384521585,3,1520289641,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),27,19,571,(direct),(none)
1530039,83350000.0,Referral,5086462643892057586,4,1520291232,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),29,19,181,(direct),(none)
1530050,42590000.0,Referral,4796167750266247978,3,1520297699,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),32,25,506,(direct),(none)
1530077,103990000.0,Organic Search,3656304572119083718,1,1520311158,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),55,42,1844,google,organic
